,Make,Model,Year,Mileage,Transmission,Engine,Exterior Color,Interior Color,MPG,Fuel Type,Drive Type,Location (City),Location (State),Style,Condition (Accidents),Options Level,Bed Length,Price
131,Toyota,RAV4,2017.0,"45,645",Automatic,2.5L Inline-4 Gas,Super White,Black,22 cty / 28 hwy,Gas,AWD,Fishers,IN,SE AWD,0 reported accidents,Standard,,"21,000"
132,Chevrolet Express,Passenger,2019.0,"39,795",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Stillwater,OK,3500 LT LWB,1 reported accidents,Standard,,"21,499"
133,Ford,Fusion,2019.0,"29,538",Automatic,,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Kennesaw,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,995"
134,Chevrolet,Malibu,2019.0,"36,591",Automatic,,,Jet Black,29 cty / 36 hwy,Gas,FWD,Medford,NY,LT with 1LT,0 reported accidents,Minimal Options,,"16,666"
135,Jeep Grand,Cherokee,2015.0,"74,551",Automatic,3.6L V-6 Gas,,Black,17 cty / 24 hwy,Gas,4WD,Acton,MA,Laredo 4WD,0 reported accidents,Standard,,"15,837"
136,Ram 1500,Classic,2019.0,"29,039",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 21 hwy,Gas,4WD,Brunswick,ME,,0 reported accidents,Minimal Options,Standard Bed,"29,933"
137,Dodge Grand,Caravan,2019.0,"39,570",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,FWD,Chesapeake,VA,SXT,0 reported accidents,Minimal Options,,"17,000"
138,Honda,Accord,2014.0,"87,795",Automatic,3.5L V-6 Gas,,Black,21 cty / 34 hwy,Gas,FWD,Westmont,IL,,0 reported accidents,Standard,,"12,308"
139,Ford,F-150,2015.0,"90,881",Automatic,2.7L V-6 Gas Turbocharged,,Unknown,18 cty / 23 hwy,Gas,4WD,Springfield,VA,,0 reported accidents,Standard,Short Bed,"25,550"
140,Nissan,Pathfinder,2017.0,"41,125",Automatic,3.5L V-6 Gas,,Charcoal,19 cty / 26 hwy,Gas,4WD,Hackensack,NJ,S 4WD,0 reported accidents,Well Equipped,,"16,585"
141,Nissan,JUKE,2011.0,"119,569",Automatic,,Chrome Silver,Black,25 cty / 30 hwy,Gas,AWD,East Ridge,TN,SL AWD CVT,1 reported accidents,Standard,,"6,995"
142,Dodge Grand,Caravan,2019.0,"40,870",Automatic,3.6L V-6 Gas,Billet Clearcoat,Black,17 cty / 25 hwy,Gas,FWD,Jacksonville,FL,SXT,0 reported accidents,Minimal Options,,"15,999"
143,Ford,Escape,2017.0,"29,568",Automatic,,Magnetic Metallic,Charcoal Black,23 cty / 30 hwy,Gas,FWD,Charlotte,NC,SE FWD,0 reported accidents,Standard,,"13,989"
144,Kia,Forte,2017.0,"54,766",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Raleigh,NC,LX Sedan Automatic,0 reported accidents,Standard,,"10,600"
145,Lexus,LS,2010.0,"46,943",Automatic,4.6L V-8 Gas,Starfire Pearl,Alabaster,16 cty / 24 hwy,Gas,RWD,Sarasota,FL,LS 460 RWD,0 reported accidents,Standard,,"17,990"
146,Honda,Civic,2008.0,"124,026",Automatic,1.8L Inline-4 Gas,,Gray,25 cty / 36 hwy,Gas,FWD,Everett,WA,LX Sedan Automatic,1 reported accidents,Standard,,"4,990"
147,Volkswagen,Jetta,2014.0,"42,269",Automatic,,Pure White,Unknown,29 cty / 39 hwy,Diesel,FWD,Dallas,TX,SportWagen TDI DSG,0 reported accidents,Standard,,"12,000"
148,Dodge Grand,Caravan,2019.0,"7,641",Automatic,3.6L V-6 Gas,Billet Clearcoat,Black,17 cty / 25 hwy,Gas,FWD,Gladstone,MO,SXT,0 reported accidents,Fully Loaded,,"20,469"
149,Nissan,Sentra,2018.0,"68,753",Automatic,1.8L Inline-4 Gas,Super Black,Charcoal,29 cty / 37 hwy,Gas,FWD,Durham,NC,SV CVT,0 reported accidents,Standard,,"10,495"
150,Porsche,911,2002.0,"9,863",Manual,,Orient Red Metallic,Brown,15 cty / 22 hwy,Gas,AWD,Portland,OR,Turbo Manual,1 reported accidents,Standard,,"59,900"
151,Porsche,911,2009.0,"39,641",Automatic,3.8L Flat-6 Gas,,Unknown,17 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"56,999"
152,Porsche,911,2012.0,"52,367",Manual,3.8L Flat-6 Gas,Carrara White,Black,18 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera GTS,0 reported accidents,Standard,,"69,990"
153,Porsche,911,2019.0,237,Manual,,Agate Grey Metallic,Unknown,18 cty / 26 hwy,Gas,RWD,Portland,OR,Carrera GTS,0 reported accidents,Standard,,"124,900"
154,Mercedes-Benz,E-Class,2018.0,"17,483",Automatic,,Black,Black,22 cty / 30 hwy,Gas,RWD,Houston,TX,E 300 Sedan RWD,1 reported accidents,Standard,,"35,752"
155,Chevrolet Silverado,2500HD,2020.0,"15,402",Automatic,,,Jet Black,N/A cty / N/A hwy,Diesel,4WD,Richardson,TX,,0 reported accidents,Standard,Standard Bed,"59,719"
156,,,,"3,134",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,22 cty / 29 hwy,Gas,FWD,,,,,Fully Loaded,,
157,Porsche,911,2013.0,"39,900",Automatic,3.8L Flat-6 Gas,White,Unknown,19 cty / 27 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"72,900"
158,Porsche,911,2009.0,"49,100",Manual,3.8L Flat-6 Gas,Black,Carrera Red,17 cty / 23 hwy,Gas,AWD,Portland,OR,Carrera 4S Cabriolet,0 reported accidents,Standard,,"54,900"
159,Chevrolet Silverado,2500HD,2018.0,"42,448",Automatic,,Cajun Red Tintcoat,,N/A cty / N/A hwy,Diesel,4WD,Orlando,FL,,0 reported accidents,Standard,Standard Bed,"52,995"
160,Subaru,Forester,2016.0,"49,850",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,24 cty / 32 hwy,Gas,AWD,Baltimore,MD,2.5i Premium CVT (PZEV),1 reported accidents,Standard,,"16,289"
161,Honda,CR-V,2013.0,"103,691",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,22 cty / 30 hwy,Gas,AWD,Maplewood,MN,EX-L AWD,0 reported accidents,Standard,,"13,397"
162,Mercedes-Benz,C-Class,2019.0,"5,361",Automatic,,,Black,22 cty / 33 hwy,Gas,AWD,Maplewood,MN,C 300 Sedan 4MATIC,0 reported accidents,,,"40,458"
163,Chevrolet,Tahoe,2007.0,"154,000",Automatic,5.3L V-8 Gas,Black,Black,15 cty / 20 hwy,Gas,4WD,Phoenix,AZ,LTZ 4WD,0 reported accidents,Standard,,"10,999"
164,Toyota,Prius,2009.0,"143,888",Automatic,1.5L Inline-4 Hybrid,Blue,Gray,48 cty / 45 hwy,Hybrid,FWD,Phoenix,AZ,Hatchback,0 reported accidents,Standard,,"6,499"
165,BMW 3,Series,2010.0,"110,200",Automatic,3.0L Inline-6 Gas,Alpine White,Tan,18 cty / 28 hwy,Gas,RWD,Phoenix,AZ,328i Sedan,0 reported accidents,Standard,,"7,999"
166,Ford,Escape,2011.0,"109,508",Automatic,3.0L V-6 Gas,Steel Blue Metallic,Camel,23 cty / 28 hwy,Gas,FWD,Somerset,WI,XLT FWD,1 reported accidents,Standard,,"6,988"
167,Ford,Fusion,2014.0,"65,122",Automatic,,,Charcoal Black,22 cty / 34 hwy,Gas,FWD,Denton,TX,SE FWD,0 reported accidents,,,"11,200"
168,Ford,Taurus,2015.0,"34,753",Automatic,3.5L V-6 Gas,Oxford White,Beige,19 cty / 29 hwy,Gas,FWD,Denton,TX,SEL FWD,0 reported accidents,Standard,,"15,900"
169,Dodge,Challenger,2010.0,"70,633",Manual,6.1L V-8 Gas,B5 Blue Pearl,Black,13 cty / 19 hwy,Gas,RWD,Denton,TX,SRT8,0 reported accidents,Standard,,"21,900"
170,BMW,X3,2018.0,"23,111",Automatic,,Alpine White,Black,20 cty / 27 hwy,Gas,AWD,Denton,TX,M40i,0 reported accidents,Standard,,"45,900"
171,Honda,CR-V,2016.0,"64,006",Automatic,2.4L Inline-4 Gas,,Gray,26 cty / 33 hwy,Gas,FWD,Denton,TX,LX FWD,0 reported accidents,Standard,,"14,900"
172,Honda,Civic,2020.0,"1,692",Automatic,2.0L Inline-4 Gas,,Black,30 cty / 38 hwy,Gas,FWD,Denton,TX,Sport Sedan CVT,0 reported accidents,,,"21,200"
173,Hyundai,Sonata,2019.0,"15,067",Automatic,2.4L Inline-4 Gas,Scarlet Red,Gray,25 cty / 33 hwy,Gas,FWD,Denton,TX,SEL 2.4L,0 reported accidents,Minimal Options,,"18,300"
174,GMC,Acadia,2013.0,"100,977",Automatic,3.6L V-6 Gas,,Ebony,17 cty / 24 hwy,Gas,FWD,Chesapeake,VA,Denali FWD,0 reported accidents,Minimal Options,,"14,995"
175,Chevrolet,Trailblazer,2005.0,"111,072",Automatic,4.2L Inline-6 Gas,Black,Gray,15 cty / 20 hwy,Gas,4WD,Chesapeake,VA,LT 4WD,1 reported accidents,Standard,,"5,995"
176,MINI,Cooper,2009.0,"112,646",Manual,,Chili Red,Carbon Black,26 cty / 34 hwy,Gas,FWD,Chesapeake,VA,S Hardtop 2-Door,0 reported accidents,Standard,,"4,995"
177,Nissan,Sentra,2016.0,"79,585",Automatic,1.8L Inline-4 Gas,,Charcoal,29 cty / 38 hwy,Gas,FWD,Chesapeake,VA,S CVT,1 reported accidents,Standard,,"8,995"
178,Lexus,RX,2013.0,"93,392",Automatic,3.5L V-6 Gas,Stargazer Black,Black,18 cty / 25 hwy,Gas,FWD,Moncks Corner,SC,RX 350 FWD,0 reported accidents,Standard,,"16,500"
179,Nissan,Altima,2018.0,"57,137",Automatic,2.5L Inline-4 Gas,Pearl White,Sport Interior,26 cty / 37 hwy,Gas,FWD,Moncks Corner,SC,2.5 SR,0 reported accidents,Well Equipped,,"14,500"
180,Porsche,911,2002.0,"9,863",Manual,,Orient Red Metallic,Brown,15 cty / 22 hwy,Gas,AWD,Portland,OR,Turbo Manual,1 reported accidents,Standard,,"59,900"
181,Porsche,911,2009.0,"39,641",Automatic,3.8L Flat-6 Gas,,Unknown,17 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"56,999"
182,Porsche,911,2012.0,"52,367",Manual,3.8L Flat-6 Gas,Carrara White,Black,18 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera GTS,0 reported accidents,Standard,,"69,990"
183,Porsche,911,2019.0,237,Manual,,Agate Grey Metallic,Unknown,18 cty / 26 hwy,Gas,RWD,Portland,,Carrera GTS,0 reported accidents,Standard,,"124,900"
184,Mercedes-Benz,E-Class,2018.0,"17,483",Automatic,,Black,Black,22 cty / 30 hwy,Gas,RWD,Houston,TX,E 300 Sedan RWD,1 reported accidents,Standard,,"35,752"
185,Chevrolet Silverado,2500HD,2020.0,"15,402",Automatic,,,Jet Black,N/A cty / N/A hwy,Diesel,4WD,Richardson,TX,,0 reported accidents,Standard,Standard Bed,"59,719"
186,,,,"3,134",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,22 cty / 29 hwy,Gas,FWD,,,,,Fully Loaded,,
187,Porsche,911,2013.0,"39,900",Automatic,3.8L Flat-6 Gas,White,Unknown,19 cty / 27 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"72,900"
188,Porsche,911,2009.0,"49,100",Manual,3.8L Flat-6 Gas,Black,Carrera Red,17 cty / 23 hwy,Gas,AWD,Portland,OR,Carrera 4S Cabriolet,0 reported accidents,Standard,,"54,900"
189,Chevrolet Silverado,2500HD,2018.0,"42,448",Automatic,,Cajun Red Tintcoat,,N/A cty / N/A hwy,Diesel,4WD,Orlando,FL,,0 reported accidents,Standard,Standard Bed,"52,995"
190,Subaru,Forester,2016.0,"49,850",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,24 cty / 32 hwy,Gas,AWD,Baltimore,MD,2.5i Premium CVT (PZEV),1 reported accidents,Standard,,"16,289"
191,Honda,CR-V,2013.0,"103,691",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,22 cty / 30 hwy,Gas,AWD,Maplewood,MN,EX-L AWD,0 reported accidents,Standard,,"13,397"
192,Mercedes-Benz,C-Class,2019.0,"5,361",Automatic,,,Black,22 cty / 33 hwy,Gas,AWD,Maplewood,MN,C 300 Sedan 4MATIC,0 reported accidents,,,"40,458"
193,Chevrolet,Tahoe,2007.0,"154,000",Automatic,5.3L V-8 Gas,Black,Black,15 cty / 20 hwy,Gas,4WD,Phoenix,AZ,LTZ 4WD,0 reported accidents,Standard,,"10,999"
194,Toyota,Prius,2009.0,"143,888",Automatic,1.5L Inline-4 Hybrid,Blue,Gray,48 cty / 45 hwy,Hybrid,FWD,Phoenix,AZ,Hatchback,0 reported accidents,Standard,,"6,499"
195,BMW 3,Series,2010.0,"110,200",Automatic,3.0L Inline-6 Gas,Alpine White,Tan,18 cty / 28 hwy,Gas,RWD,Phoenix,AZ,328i Sedan,0 reported accidents,Standard,,"7,999"
196,Ford,Escape,2011.0,"109,508",Automatic,3.0L V-6 Gas,Steel Blue Metallic,Camel,23 cty / 28 hwy,Gas,FWD,Somerset,WI,XLT FWD,1 reported accidents,Standard,,"6,988"
197,Ford,Fusion,2014.0,"65,122",Automatic,,,Charcoal Black,22 cty / 34 hwy,Gas,FWD,Denton,TX,SE FWD,0 reported accidents,,,"11,200"
198,Ford,Taurus,2015.0,"34,753",Automatic,3.5L V-6 Gas,Oxford White,Beige,19 cty / 29 hwy,Gas,FWD,Denton,TX,SEL FWD,0 reported accidents,Standard,,"15,900"
199,Dodge,Challenger,2010.0,"70,633",Manual,6.1L V-8 Gas,B5 Blue Pearl,Black,13 cty / 19 hwy,Gas,RWD,Denton,TX,SRT8,0 reported accidents,Standard,,"21,900"
200,BMW,X3,2018.0,"23,111",Automatic,,Alpine White,Black,20 cty / 27 hwy,Gas,AWD,Denton,TX,M40i,0 reported accidents,Standard,,"45,900"
201,Honda,CR-V,2016.0,"64,006",Automatic,2.4L Inline-4 Gas,,Gray,26 cty / 33 hwy,Gas,FWD,Denton,TX,LX FWD,0 reported accidents,Standard,,"14,900"
202,Honda,Civic,2020.0,"1,692",Automatic,2.0L Inline-4 Gas,,Black,30 cty / 38 hwy,Gas,FWD,Denton,TX,Sport Sedan CVT,0 reported accidents,,,"21,200"
203,Hyundai,Sonata,2019.0,"15,067",Automatic,2.4L Inline-4 Gas,Scarlet Red,Gray,25 cty / 33 hwy,Gas,FWD,Denton,TX,SEL 2.4L,0 reported accidents,Minimal Options,,"18,300"
204,GMC,Acadia,2013.0,"100,977",Automatic,3.6L V-6 Gas,,Ebony,17 cty / 24 hwy,Gas,FWD,Chesapeake,VA,Denali FWD,0 reported accidents,Minimal Options,,"14,995"
205,Chevrolet,Trailblazer,2005.0,"111,072",Automatic,4.2L Inline-6 Gas,Black,Gray,15 cty / 20 hwy,Gas,4WD,Chesapeake,VA,LT 4WD,1 reported accidents,Standard,,"5,995"
206,MINI,Cooper,2009.0,"112,646",Manual,,Chili Red,Carbon Black,26 cty / 34 hwy,Gas,FWD,Chesapeake,VA,S Hardtop 2-Door,0 reported accidents,Standard,,"4,995"
207,Nissan,Sentra,2016.0,"79,585",Automatic,1.8L Inline-4 Gas,,Charcoal,29 cty / 38 hwy,Gas,FWD,Chesapeake,VA,S CVT,1 reported accidents,Standard,,"8,995"
208,Lexus,RX,2013.0,"93,392",Automatic,3.5L V-6 Gas,Stargazer Black,Black,18 cty / 25 hwy,Gas,FWD,Moncks Corner,SC,RX 350 FWD,0 reported accidents,Standard,,"16,500"
209,Nissan,Altima,2018.0,"57,137",Automatic,2.5L Inline-4 Gas,Pearl White,Sport Interior,26 cty / 37 hwy,Gas,FWD,Moncks Corner,SC,2.5 SR,0 reported accidents,Well Equipped,,"14,500"
210,Mercedes-Benz Sprinter Cargo,Van,2017.0,"14,497",Automatic,,Jupiter Red,Gray,,Diesel,RWD,Lakewood,NJ,,0 reported accidents,,,"29,995"
211,Nissan,Sentra,2019.0,"16,950",Automatic,1.8L Inline-4 Gas,Super Black,Charcoal,29 cty / 37 hwy,Gas,FWD,Fontana,CA,SV CVT,1 reported accidents,Standard,,"11,995"
212,Dodge Grand,Caravan,2019.0,"17,639",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,FWD,Phoenix,AZ,SXT,0 reported accidents,Fully Loaded,,"17,073"
213,Ram 1500,Classic,2019.0,"33,906",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Shreveport,LA,,0 reported accidents,Minimal Options,Standard Bed,"26,998"
214,Land Rover,Discovery,2003.0,"177,969",Automatic,4.6L V-8 Gas,Java Black,Unknown,12 cty / 16 hwy,Gas,4WD,Arlington,TX,SE,0 reported accidents,Standard,,"5,498"
215,Kia,Soul,2013.0,"100,539",Automatic,2.0L Inline-4 Gas,,Black Seat Trim,23 cty / 28 hwy,Gas,FWD,Waite Park,MN,+ Automatic,0 reported accidents,Standard,,"5,999"
216,Chevrolet,Tahoe,2004.0,"157,252",Automatic,5.3L V-8 Gas,,Gray/Dark Charcoal,14 cty / 18 hwy,Gas,4WD,Broken Arrow,OK,Z71 4WD,1 reported accidents,Standard,,"6,500"
217,Nissan,Altima,2019.0,"33,399",Automatic,2.5L Inline-4 Gas,,Sport,27 cty / 37 hwy,Gas,FWD,Fontana,CA,SR FWD,0 reported accidents,Standard,,"15,795"
218,Mercedes-Benz,GLS,2017.0,"28,070",Automatic,3.0L V-6 Gas Turbocharged,,Black,19 cty / 22 hwy,Gas,AWD,Pleasanton,CA,GLS 450 4MATIC,0 reported accidents,,,"43,590"
219,Nissan,Rogue,2019.0,"28,480",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Norman,OK,SV FWD,0 reported accidents,Standard,,"16,999"
220,Ford,Escape,2019.0,"14,175",Automatic,,Magnetic Metallic,Unknown,23 cty / 30 hwy,Gas,FWD,Laurel,MD,SE FWD,0 reported accidents,Fully Loaded,,"19,237"
221,Volkswagen,Passat,2014.0,"80,543",Automatic,,,Beige,24 cty / 34 hwy,Gas,FWD,Greensboro,NC,,0 reported accidents,Standard,,"8,300"
222,BMW,X3,2007.0,"129,409",Automatic,3.0L Inline-6 Gas,,Gray,18 cty / 26 hwy,Gas,AWD,Puyallup,WA,3.0si AWD,0 reported accidents,Standard,,"6,857"
223,Hyundai Santa,Fe,2019.0,"21,829",Automatic,2.4L Inline-4 Gas,Quartz White,Black/Black,21 cty / 27 hwy,Gas,AWD,Tacoma,WA,SE 2.4L AWD,0 reported accidents,Minimal Options,,"21,950"
224,Kia,Optima,2019.0,"2,275",Automatic,2.4L Inline-4 Gas,Sparkling Silver,Black,24 cty / 33 hwy,Gas,FWD,Daytona Beach,FL,LX,0 reported accidents,Standard,,"16,984"
225,Hyundai Santa,Fe,2019.0,"34,378",Automatic,2.4L Inline-4 Gas,Machine Gray,Black/Black,21 cty / 27 hwy,Gas,AWD,Colorado Springs,CO,SE 2.4L AWD,0 reported accidents,Minimal Options,,"18,989"
226,Hyundai,Tucson,2017.0,"36,640",Automatic,2.0L Inline-4 Gas,Dazzling White,Gray,21 cty / 26 hwy,Gas,AWD,Hyannis,MA,SE AWD,0 reported accidents,Standard,,"15,877"
227,Ford,Escape,2019.0,"27,883",Automatic,,,Charcoal Black,23 cty / 30 hwy,Gas,FWD,Middlesboro,KY,SEL FWD,1 reported accidents,Standard,,"17,250"
228,Hyundai,Accent,2019.0,"22,907",Automatic,1.6L Inline-4 Gas,Frost White Pearl,Black,28 cty / 38 hwy,Gas,FWD,Rock Hill,SC,SE Automatic,1 reported accidents,Minimal Options,,"13,977"
229,Toyota,Sienna,2007.0,"221,232",Automatic,3.5L V-6 Gas,Gold,Tan,19 cty / 26 hwy,Gas,FWD,Tempe,AZ,LE 7-Passenger FWD,0 reported accidents,Standard,,"3,495"
230,Lexus,NX,2017.0,"27,892",Automatic,,Atomic Silver,Black,22 cty / 28 hwy,Gas,FWD,San Antonio,TX,NX Turbo FWD,0 reported accidents,Standard,,"27,995"
231,Chevrolet Silverado,1500,2002.0,"90,983",Automatic,4.3L V-6 Gas,,Tan,15 cty / 20 hwy,Gas,RWD,Albuquerque,NM,,0 reported accidents,Standard,Standard Bed,"6,950"
232,Dodge,Journey,2019.0,"33,618",Automatic,3.6L V-6 Gas,Vice White,Black/Red,17 cty / 25 hwy,Gas,FWD,Owasso,OK,GT FWD,0 reported accidents,Standard,,"16,898"
233,Honda,Accord,2009.0,"199,215",Automatic,2.4L Inline-4 Gas,San Marino Red,Ivory,21 cty / 30 hwy,Gas,FWD,Ft. Walton Beach,FL,EX-L Sedan I4 Automatic,0 reported accidents,Standard,,"5,000"
234,Hyundai,Tucson,2017.0,"37,167",Automatic,2.0L Inline-4 Gas,Ruby Wine,Beige,21 cty / 26 hwy,Gas,AWD,Leominster,MA,SE Plus AWD,0 reported accidents,Minimal Options,,"18,495"
235,Dodge,Charger,2019.0,"29,442",Automatic,3.6L V-6 Gas,Granite Pearlcoat,Black,19 cty / 30 hwy,Gas,RWD,Hot Springs,AR,SXT RWD,0 reported accidents,Well Equipped,,"22,526"
236,Ford,Mustang,2019.0,"4,249",Automatic,,Race Red,Ebony,21 cty / 31 hwy,Gas,RWD,Webster,TX,EcoBoost Fastback,0 reported accidents,Standard,,"22,999"
237,Ford,Fusion,2019.0,"23,659",Automatic,2.0L Inline-4 Hybrid,Agate Black,Medium Light Stone,43 cty / 41 hwy,Hybrid,FWD,Austin,TX,Hybrid SE FWD,0 reported accidents,Standard,,"15,488"
238,Ford,Fusion,2019.0,"39,439",Automatic,2.0L Inline-4 Hybrid,,Ebony,43 cty / 41 hwy,Hybrid,FWD,Dallas,TX,Hybrid SE FWD,0 reported accidents,Standard,,"14,669"
239,Ford,Fiesta,2013.0,"67,763",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,29 cty / 39 hwy,Gas,FWD,West Palm Beach,FL,SE Hatchback,0 reported accidents,Standard,,"5,298"
240,Porsche,911,2002.0,"9,863",Manual,,Orient Red Metallic,Brown,15 cty / 22 hwy,Gas,AWD,Portland,OR,Turbo Manual,1 reported accidents,Standard,,"59,900"
241,Porsche,911,2009.0,"39,641",Automatic,3.8L Flat-6 Gas,,Unknown,17 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"56,999"
242,Porsche,911,2012.0,"52,367",Manual,3.8L Flat-6 Gas,Carrara White,Black,18 cty / 25 hwy,Gas,RWD,Portland,OR,Carrera GTS,0 reported accidents,Standard,,"69,990"
243,Porsche,911,2019.0,237,Manual,,Agate Grey Metallic,Unknown,18 cty / 26 hwy,Gas,RWD,Portland,OR,Carrera GTS,0 reported accidents,Standard,,"124,900"
244,Mercedes-Benz,E-Class,2018.0,"17,483",Automatic,,Black,Black,22 cty / 30 hwy,Gas,RWD,Houston,TX,E 300 Sedan RWD,1 reported accidents,Standard,,"35,752"
245,Chevrolet Silverado,2500HD,2020.0,"15,402",Automatic,,,Jet Black,N/A cty / N/A hwy,Diesel,4WD,Richardson,TX,,0 reported accidents,Standard,Standard Bed,"59,719"
246,,,,"3,134",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,22 cty / 29 hwy,Gas,FWD,,,,,Fully Loaded,,
247,Porsche,911,2013.0,"39,900",Automatic,3.8L Flat-6 Gas,White,Unknown,19 cty / 27 hwy,Gas,RWD,Portland,OR,Carrera S,0 reported accidents,Standard,,"72,900"
248,Porsche,911,2009.0,"49,100",Manual,3.8L Flat-6 Gas,Black,Carrera Red,17 cty / 23 hwy,Gas,AWD,Portland,OR,Carrera 4S Cabriolet,0 reported accidents,Standard,,"54,900"
249,Chevrolet Silverado,2500HD,2018.0,"42,448",Automatic,,Cajun Red Tintcoat,,N/A cty / N/A hwy,Diesel,4WD,Orlando,FL,,0 reported accidents,Standard,Standard Bed,"52,995"
250,Subaru,Forester,2016.0,"49,850",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,24 cty / 32 hwy,Gas,AWD,Baltimore,MD,2.5i Premium CVT (PZEV),1 reported accidents,Standard,,"16,289"
251,Honda,CR-V,2013.0,"103,691",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,22 cty / 30 hwy,Gas,AWD,Maplewood,MN,EX-L AWD,0 reported accidents,Standard,,"13,397"
252,Mercedes-Benz,C-Class,2019.0,"5,361",Automatic,,,Black,22 cty / 33 hwy,Gas,AWD,Maplewood,MN,C 300 Sedan 4MATIC,0 reported accidents,,,"40,458"
253,Chevrolet,Tahoe,2007.0,"154,000",Automatic,5.3L V-8 Gas,Black,Black,15 cty / 20 hwy,Gas,4WD,Phoenix,AZ,LTZ 4WD,0 reported accidents,Standard,,"10,999"
254,Toyota,Prius,2009.0,"143,888",Automatic,1.5L Inline-4 Hybrid,Blue,Gray,48 cty / 45 hwy,Hybrid,FWD,Phoenix,AZ,Hatchback,0 reported accidents,Standard,,"6,499"
255,BMW 3,Series,2010.0,"110,200",Automatic,3.0L Inline-6 Gas,Alpine White,Tan,18 cty / 28 hwy,Gas,RWD,Phoenix,AZ,328i Sedan,0 reported accidents,Standard,,"7,999"
256,Ford,Escape,2011.0,"109,508",Automatic,3.0L V-6 Gas,Steel Blue Metallic,Camel,23 cty / 28 hwy,Gas,FWD,Somerset,WI,XLT FWD,1 reported accidents,Standard,,"6,988"
257,Ford,Fusion,2014.0,"65,122",Automatic,,,Charcoal Black,22 cty / 34 hwy,Gas,FWD,Denton,TX,SE FWD,0 reported accidents,,,"11,200"
258,Ford,Taurus,2015.0,"34,753",Automatic,3.5L V-6 Gas,Oxford White,Beige,19 cty / 29 hwy,Gas,FWD,Denton,TX,SEL FWD,0 reported accidents,Standard,,"15,900"
259,Dodge,Challenger,2010.0,"70,633",Manual,6.1L V-8 Gas,B5 Blue Pearl,Black,13 cty / 19 hwy,Gas,RWD,Denton,TX,SRT8,0 reported accidents,Standard,,"21,900"
260,BMW,X3,2018.0,"23,111",Automatic,,Alpine White,Black,20 cty / 27 hwy,Gas,AWD,Denton,TX,M40i,0 reported accidents,Standard,,"45,900"
261,Honda,CR-V,2016.0,"64,006",Automatic,2.4L Inline-4 Gas,,Gray,26 cty / 33 hwy,Gas,FWD,Denton,TX,LX FWD,0 reported accidents,Standard,,"14,900"
262,Honda,Civic,2020.0,"1,692",Automatic,2.0L Inline-4 Gas,,Black,30 cty / 38 hwy,Gas,FWD,Denton,TX,Sport Sedan CVT,0 reported accidents,,,"21,200"
263,Hyundai,Sonata,2019.0,"15,067",Automatic,2.4L Inline-4 Gas,Scarlet Red,Gray,25 cty / 33 hwy,Gas,FWD,Denton,TX,SEL 2.4L,0 reported accidents,Minimal Options,,"18,300"
264,GMC,Acadia,2013.0,"100,977",Automatic,3.6L V-6 Gas,,Ebony,17 cty / 24 hwy,Gas,FWD,Chesapeake,VA,Denali FWD,0 reported accidents,Minimal Options,,"14,995"
265,Chevrolet,Trailblazer,2005.0,"111,072",Automatic,4.2L Inline-6 Gas,Black,Gray,15 cty / 20 hwy,Gas,4WD,Chesapeake,VA,LT 4WD,1 reported accidents,Standard,,"5,995"
266,MINI,Cooper,2009.0,"112,646",Manual,,Chili Red,Carbon Black,26 cty / 34 hwy,Gas,FWD,Chesapeake,VA,S Hardtop 2-Door,0 reported accidents,Standard,,"4,995"
